id,start_timestamp,end_timestamp,start_long,start_lat,end_long,end_lat,distance
417,1601813359,1601814035,4.47979004,51.02821291,4.48641232,51.02821291,2780
418,1601813837,1601814054,4.473380771,51.02211808,4.4713679,51.02211808,940
419,1601814920,1601815459,4.497367531,51.01614301,4.4797323,51.01614301,3670
420,1601815732,1601815943,4.488634458,51.02491133,4.4831312,51.02491133,1230
421,1601816526,1601817102,4.479437897,51.01918695,4.47591012,51.01918695,3350
422,1601816589,1601817100,4.478932279,51.01884422,4.4761548,51.01884422,3360
423,1601820512,1601821588,4.479158511,51.02844535,4.479115,51.02844535,230
424,1601820585,1601821752,4.479306157,51.02833135,4.479389682,51.02833135,100
425,1601820850,1601821397,4.47881476,51.02831801,4.479224296,51.02831801,240
426,1601822702,1601823123,4.479600825,51.02796284,4.484006978,51.02796284,2960
427,1601823834,1601824005,4.478603685,51.02774577,4.473512597,51.02774577,950
428,1601824058,1601825708,4.474832353,51.02704568,4.467241381,51.02704568,5710
429,1601824189,1601825726,4.47503555,51.02685612,4.4673283,51.02685612,6250
430,1601824290,1601825090,4.47948066,51.02816536,4.47948066,51.02816536,820
431,1601827723,1601827970,4.4818889,51.0225145,4.4793021,51.0225145,2210
432,1601827725,1601827996,4.481995194,51.02253861,4.47906119,51.02253861,460
433,1601828068,1601828591,4.4734911,51.0305356,4.4734109,51.0305356,2210
434,1601830153,1601831508,4.485014889,51.02913485,4.487887239,51.02913485,1940
436,1601834253,1601834450,4.467200879,51.03291207,4.469704097,51.03291207,760
437,1601834545,1601834984,4.48978764,51.01397032,4.4910625,51.01397032,970
438,1601836422,1601837509,4.473331617,51.03052482,4.4921097,51.03052482,5550
439,1601836459,1601837727,4.471120596,51.03333115,4.471117584,51.03333115,2500
440,1601836694,1601837019,4.478658317,51.02686016,4.472514801,51.02686016,1880
441,1601837565,1601837709,4.4921483,51.0200711,4.4921483,51.0200711,440
442,1601840206,1601840767,4.472702326,51.02031029,4.4722781,51.02031029,70
443,1601840523,1601842690,4.475025851,51.02680748,4.471211247,51.02680748,8320
